Id	Cluster	Interpretation	Family
60897	19	 Exhaust thermocouple	Turbine
60906	34	Bleed	Valve
60915	19	 Exhaust thermocouple	Turbine
60928	19	 Exhaust thermocouple	Turbine
60932	30	Temperature	Turbine
60934	5	Speed shaft	GearBox
60938	34	Bleed	Valve
60931	21	Gas	Turbine
60942	20	Hydraulic oil filter pressure	Oil
60945	24	Temperature	Bearing
64954	24	Temperature	Bearing
60963	30	Temperature	Turbine
60951	24	Temperature	Bearing
60960	1	Vibration	Turbine
60990	20	Hydraulic oil filter pressure	Oil
60998	19	 Exhaust thermocouple	Turbine
61003	19	 Exhaust thermocouple	Turbine
61015	8	Mineral oil filter pressure	Oil
61016	26	Gas	Seal
61097	33	Inlet pressure	Air
61087	22	Filter	Air
61085	22	Filter	Air
61092	19	 Exhaust thermocouple	Turbine
61084	19	 Exhaust thermocouple	Turbine
61091	19	 Exhaust thermocouple	Turbine
61133	5	Speed shaft	GearBox
61134	5	Speed shaft	GearBox
61135	10	Drive end	Compressor
61138	30	Temperature	Turbine
61139	1	Vibration	Turbine
61172	1	Vibration	Turbine
61164	10	Drive end	Compressor
61189	30	Temperature	Turbine
61191	30	Temperature	Turbine
61196	25	Tank pressure	Oil
61193	7	Sump/Scavange	Oil
61212	24	Temperature	Bearing
61229	13	Lean/Lean mode	Combustion
61208	17	Primary vent	Compressor
61209	26	Gas	Seal
61205	12	Discharge temperature	Compressor
61257	3	Header temperature	Oil
61265	26	Gas	Seal
61343	30	Temperature	Turbine
61339	33	Inlet pressure	Air
61342	8	Mineral oil filter pressure	Oil
61345	19	 Exhaust thermocouple	Turbine
61365	30	Temperature	Turbine
61383	34	Bleed	Valve
61373	10	Drive end	Compressor
61377	20	Hydraulic oil filter pressure	Oil
61451	19	 Exhaust thermocouple	Turbine
61423	24	Temperature	Bearing
61448	5	Speed shaft	GearBox
61461	30	Temperature	Turbine
61468	29	Fuel gas	Combustion
61462	17	Primary vent	Compressor
61472	29	Fuel gas	Combustion
61494	22	Filter	Air
61487	7	Sump/Scavange	Oil
61495	22	Filter	Air
61496	34	Bleed	Valve
61498	30	Temperature	Turbine
61501	29	Fuel gas	Combustion
61502	30	Temperature	Turbine
61503	30	Temperature	Turbine
61520	30	Temperature	Turbine
61514	33	Inlet pressure	Air
61507	19	 Exhaust thermocouple	Turbine
61518	33	Inlet pressure	Air
61512	34	Bleed	Valve
61525	14	Tank level	OIl
61521	10	Drive end	Compressor
61524	7	Sump/Scavange	Oil
61522	5	Speed shaft	GearBox
61537	28	Flame	Combustion
61544	28	Flame	Combustion
61561	24	Temperature	Bearing
61572	28	Flame	Combustion
61599	24	Temperature	Bearing
61626	16	ABAL system	Combustion
61618	1	Vibration	Turbine
61632	17	Primary vent	Compressor
61634	30	Temperature	Turbine
61657	19	 Exhaust thermocouple	Turbine
61687	1	Vibration	Turbine
61670	22	Filter	Air
61690	24	Temperature	Bearing
61844	10	Drive end	Compressor
61684	3	Header temperature	Oil
61683	24	Temperature	Bearing
61726	7	Sump/Scavange	Oil
61755	10	Drive end	Compressor
61752	20	Hydraulic oil filter pressure	Oil
61781	33	Inlet pressure	Air
61779	7	Sump/Scavange	Oil
61782	33	Inlet pressure	Air
61790	33	Inlet pressure	Air
61791	33	Inlet pressure	Air
61793	1	Vibration	Turbine
61786	33	Inlet pressure	Air
61787	33	Inlet pressure	Air
61810	29	Fuel gas	Combustion
61836	30	Temperature	Turbine
61872	5	Speed shaft	GearBox
61918	16	ABAL system	Combustion
61903	5	Speed shaft	GearBox
61906	10	Drive end	Compressor
61909	30	Temperature	Turbine
61917	1	Vibration	Turbine
61924	25	Tank pressure	Oil
61922	30	Temperature	Turbine
61930	16	ABAL system	Combustion
61925	8	Mineral oil filter pressure	Oil
61926	19	 Exhaust thermocouple	Turbine
61942	16	ABAL system	Combustion
61943	8	Mineral oil filter pressure	Oil
61949	19	 Exhaust thermocouple	Turbine
61974	19	 Exhaust thermocouple	Turbine
61971	34	Bleed	Valve
61995	26	Gas	Seal
62006	5	Speed shaft	GearBox
62020	19	 Exhaust thermocouple	Turbine
62043	1	Vibration	Turbine
62050	33	Inlet pressure	Air
62052	33	Inlet pressure	Air
62054	26	Gas	Seal
62058	26	Gas	Seal
62071	30	Temperature	Turbine
62089	3	Header temperature	Oil
62088	8	Mineral oil filter pressure	Oil
62095	19	 Exhaust thermocouple	Turbine
62133	19	 Exhaust thermocouple	Turbine
62131	24	Temperature	Bearing
62150	30	Temperature	Turbine
62141	30	Temperature	Turbine
62149	14	Tank level	OIl
62151	22	Filter	Air
62158	33	Inlet pressure	Air
62175	13	Lean/Lean mode	Combustion
62182	1	Vibration	Turbine
62188	34	Bleed	Valve
62185	30	Temperature	Turbine
62247	7	Sump/Scavange	Oil
62344	34	Bleed	Valve
62272	30	Temperature	Turbine
62237	7	Sump/Scavange	Oil
62259	34	Bleed	Valve
62267	24	Temperature	Bearing
62268	30	Temperature	Turbine
62273	30	Temperature	Turbine
62343	32	Consumption	Oil
62382	22	Filter	Air
62434	5	Speed shaft	GearBox
62478	17	Primary vent	Compressor
62482	22	Filter	Air
62489	35	Supply temperature	Oil
62503	33	Inlet pressure	Air
62497	25	Tank pressure	Oil
62556	28	Flame	Combustion
62555	25	Tank pressure	Oil
62549	8	Mineral oil filter pressure	Oil
62558	19	 Exhaust thermocouple	Turbine
62568	12	Discharge temperature	Compressor
62580	10	Drive end	Compressor
62575	30	Temperature	Turbine
62577	19	 Exhaust thermocouple	Turbine
62593	28	Flame	Combustion
62586	17	Primary vent	Compressor
62625	28	Flame	Combustion
62661	20	Hydraulic oil filter pressure	Oil
62623	19	 Exhaust thermocouple	Turbine
62619	35	Supply temperature	Oil
62617	17	Primary vent	Compressor
62631	28	Flame	Combustion
62673	33	Inlet pressure	Air
62653	17	Primary vent	Compressor
62654	16	ABAL system	Combustion
62696	16	ABAL system	Combustion
62703	19	 Exhaust thermocouple	Turbine
62730	35	Supply temperature	Oil
62716	22	Filter	Air
62738	13	Lean/Lean mode	Combustion
62741	19	 Exhaust thermocouple	Turbine
62746	28	Flame	Combustion
62743	20	Hydraulic oil filter pressure	Oil
62747	20	Hydraulic oil filter pressure	Oil
62748	22	Filter	Air
62750	14	Tank level	OIl
62767	30	Temperature	Turbine
62768	19	 Exhaust thermocouple	Turbine
62782	30	Temperature	Turbine
62797	22	Filter	Air
62818	26	Gas	Seal
62825	8	Mineral oil filter pressure	Oil
62907	28	Flame	Combustion
62826	29	Fuel gas	Combustion
62853	7	Sump/Scavange	Oil
62864	10	Drive end	Compressor
62874	33	Inlet pressure	Air
62880	20	Hydraulic oil filter pressure	Oil
62911	33	Inlet pressure	Air
62921	19	 Exhaust thermocouple	Turbine
62929	30	Temperature	Turbine
62965	19	 Exhaust thermocouple	Turbine
62932	12	Discharge temperature	Compressor
62985	1	Vibration	Turbine
62999	34	Bleed	Valve
63017	14	Tank level	OIl
63015	3	Header temperature	Oil
63034	17	Primary vent	Compressor
63018	30	Temperature	Turbine
63021	17	Primary vent	Compressor
63036	8	Mineral oil filter pressure	Oil
63037	33	Inlet pressure	Air
63052	20	Hydraulic oil filter pressure	Oil
63079	24	Temperature	Bearing
63108	24	Temperature	Bearing
63136	29	Fuel gas	Combustion
63124	22	Filter	Air
63138	16	ABAL system	Combustion
63150	20	Hydraulic oil filter pressure	Oil
63185	30	Temperature	Turbine
63178	24	Temperature	Bearing
63180	26	Gas	Seal
63191	30	Temperature	Turbine
63187	30	Temperature	Turbine
63209	25	Tank pressure	Oil
63214	28	Flame	Combustion
63195	29	Fuel gas	Combustion
63229	8	Mineral oil filter pressure	Oil
63265	30	Temperature	Turbine
63270	19	 Exhaust thermocouple	Turbine
63366	30	Temperature	Turbine
63339	21	Gas	Turbine
63337	30	Temperature	Turbine
63303	19	 Exhaust thermocouple	Turbine
63316	14	Tank level	OIl
63362	19	 Exhaust thermocouple	Turbine
63375	19	 Exhaust thermocouple	Turbine
63458	22	Filter	Air
63457	17	Primary vent	Compressor
63461	22	Filter	Air
63483	1	Vibration	Turbine
63467	30	Temperature	Turbine
63470	24	Temperature	Bearing
63485	19	 Exhaust thermocouple	Turbine
63495	19	 Exhaust thermocouple	Turbine
63497	25	Tank pressure	Oil
63512	5	Speed shaft	GearBox
63500	33	Inlet pressure	Air
63506	17	Primary vent	Compressor
63527	24	Temperature	Bearing
63538	34	Bleed	Valve
63539	17	Primary vent	Compressor
63542	30	Temperature	Turbine
63544	29	Fuel gas	Combustion
63550	3	Header temperature	Oil
63547	3	Header temperature	Oil
63548	30	Temperature	Turbine
63551	10	Drive end	Compressor
63562	16	ABAL system	Combustion
63549	10	Drive end	Compressor
63552	30	Temperature	Turbine
63555	5	Speed shaft	GearBox
63553	29	Fuel gas	Combustion
63554	5	Speed shaft	GearBox
63556	5	Speed shaft	GearBox
63558	5	Speed shaft	GearBox
63561	30	Temperature	Turbine
63568	30	Temperature	Turbine
63797	19	 Exhaust thermocouple	Turbine
63589	24	Temperature	Bearing
63577	19	 Exhaust thermocouple	Turbine
63613	33	Inlet pressure	Air
63617	1	Vibration	Turbine
63615	24	Temperature	Bearing
63638	10	Drive end	Compressor
63639	30	Temperature	Turbine
63640	30	Temperature	Turbine
63636	19	 Exhaust thermocouple	Turbine
63628	34	Bleed	Valve
63629	3	Header temperature	Oil
63635	16	ABAL system	Combustion
63800	24	Temperature	Bearing
63662	16	ABAL system	Combustion
63669	22	Filter	Air
63682	16	ABAL system	Combustion
63700	19	 Exhaust thermocouple	Turbine
63706	14	Tank level	OIl
63726	35	Supply temperature	Oil
63725	19	 Exhaust thermocouple	Turbine
63748	34	Bleed	Valve
63744	30	Temperature	Turbine
63750	24	Temperature	Bearing
63803	34	Bleed	Valve
63807	24	Temperature	Bearing
63795	5	Speed shaft	GearBox
63826	1	Vibration	Turbine
63857	5	Speed shaft	GearBox
63827	22	Filter	Air
63817	24	Temperature	Bearing
63819	30	Temperature	Turbine
63831	1	Vibration	Turbine
63864	33	Inlet pressure	Air
64322	34	Bleed	Valve
64356	21	Gas	Turbine
63855	1	Vibration	Turbine
63862	8	Mineral oil filter pressure	Oil
63866	26	Gas	Seal
63867	20	Hydraulic oil filter pressure	Oil
63871	30	Temperature	Turbine
63869	26	Gas	Seal
63895	33	Inlet pressure	Air
63916	30	Temperature	Turbine
63928	25	Tank pressure	Oil
64144	1	Vibration	Turbine
63937	34	Bleed	Valve
63925	1	Vibration	Turbine
63934	30	Temperature	Turbine
63938	30	Temperature	Turbine
63950	3	Header temperature	Oil
63954	13	Lean/Lean mode	Combustion
63936	19	 Exhaust thermocouple	Turbine
63956	10	Drive end	Compressor
64008	16	ABAL system	Combustion
64011	1	Vibration	Turbine
64098	13	Lean/Lean mode	Combustion
64293	19	 Exhaust thermocouple	Turbine
64044	14	Tank level	OIl
64025	21	Gas	Turbine
64073	17	Primary vent	Compressor
64096	30	Temperature	Turbine
64104	30	Temperature	Turbine
64091	19	 Exhaust thermocouple	Turbine
64094	10	Drive end	Compressor
64120	30	Temperature	Turbine
64143	15	Speed	Clutch
64292	1	Vibration	Turbine
64141	30	Temperature	Turbine
64142	30	Temperature	Turbine
64153	20	Hydraulic oil filter pressure	Oil
64166	17	Primary vent	Compressor
64169	16	ABAL system	Combustion
64160	34	Bleed	Valve
64172	30	Temperature	Turbine
64171	30	Temperature	Turbine
64173	12	Discharge temperature	Compressor
64267	20	Hydraulic oil filter pressure	Oil
64174	33	Inlet pressure	Air
64182	25	Tank pressure	Oil
64197	24	Temperature	Bearing
64193	24	Temperature	Bearing
64204	34	Bleed	Valve
64286	17	Primary vent	Compressor
64205	34	Bleed	Valve
64239	5	Speed shaft	GearBox
64264	30	Temperature	Turbine
64249	30	Temperature	Turbine
64265	30	Temperature	Turbine
64247	22	Filter	Air
64254	16	ABAL system	Combustion
64260	35	Supply temperature	Oil
64273	35	Supply temperature	Oil
64275	6	Antisurge	Valve
64295	33	Inlet pressure	Air
64276	28	Flame	Combustion
64279	28	Flame	Combustion
64301	28	Flame	Combustion
64291	34	Bleed	Valve
64305	19	 Exhaust thermocouple	Turbine
64308	26	Gas	Seal
64306	34	Bleed	Valve
64309	30	Temperature	Turbine
64313	5	Speed shaft	GearBox
64383	5	Speed shaft	GearBox
64360	26	Gas	Seal
64338	17	Primary vent	Compressor
64357	35	Supply temperature	Oil
64391	17	Primary vent	Compressor
64369	12	Discharge temperature	Compressor
64371	20	Hydraulic oil filter pressure	Oil
64385	24	Temperature	Bearing
64375	30	Temperature	Turbine
64388	1	Vibration	Turbine
64387	3	Header temperature	Oil
64407	12	Discharge temperature	Compressor
64405	25	Tank pressure	Oil
64428	6	Antisurge	Valve
64408	19	 Exhaust thermocouple	Turbine
64450	5	Speed shaft	GearBox
64455	12	Discharge temperature	Compressor
64481	26	Gas	Seal
64482	34	Bleed	Valve
64486	19	 Exhaust thermocouple	Turbine
64493	26	Gas	Seal
64510	22	Filter	Air
64496	34	Bleed	Valve
64511	35	Supply temperature	Oil
64513	25	Tank pressure	Oil
64520	19	 Exhaust thermocouple	Turbine
64512	12	Discharge temperature	Compressor
64521	22	Filter	Air
64522	33	Inlet pressure	Air
64544	29	Fuel gas	Combustion
64566	7	Sump/Scavange	Oil
64575	25	Tank pressure	Oil
64582	18	Ventilation	Turbine
64583	22	Filter	Air
64597	17	Primary vent	Compressor
64595	7	Sump/Scavange	Oil
64603	30	Temperature	Turbine
64607	17	Primary vent	Compressor
64605	30	Temperature	Turbine
64616	34	Bleed	Valve
64624	14	Tank level	OIl
64643	19	 Exhaust thermocouple	Turbine
64655	34	Bleed	Valve
64626	10	Drive end	Compressor
64639	34	Bleed	Valve
64659	19	 Exhaust thermocouple	Turbine
64664	30	Temperature	Turbine
64668	7	Sump/Scavange	Oil
64674	26	Gas	Seal
64686	5	Speed shaft	GearBox
64687	30	Temperature	Turbine
64695	19	 Exhaust thermocouple	Turbine
64707	10	Drive end	Compressor
64713	19	 Exhaust thermocouple	Turbine
64717	19	 Exhaust thermocouple	Turbine
64735	16	ABAL system	Combustion
64929	25	Tank pressure	Oil
64743	30	Temperature	Turbine
64736	19	 Exhaust thermocouple	Turbine
64745	22	Filter	Air
64746	30	Temperature	Turbine
64788	10	Drive end	Compressor
64780	35	Supply temperature	Oil
64791	24	Temperature	Bearing
64800	22	Filter	Air
64809	34	Bleed	Valve
64836	1	Vibration	Turbine
64804	24	Temperature	Bearing
64825	19	 Exhaust thermocouple	Turbine
64851	19	 Exhaust thermocouple	Turbine
64868	6	Antisurge	Valve
64855	24	Temperature	Bearing
64876	18	Ventilation	Turbine
64877	19	 Exhaust thermocouple	Turbine
64880	30	Temperature	Turbine
64886	22	Filter	Air
64899	20	Hydraulic oil filter pressure	Oil
64910	21	Gas	Turbine
64912	14	Tank level	OIl
64930	17	Primary vent	Compressor
64916	19	 Exhaust thermocouple	Turbine
65007	29	Fuel gas	Combustion
64935	30	Temperature	Turbine
64952	7	Sump/Scavange	Oil
64950	19	 Exhaust thermocouple	Turbine
64940	34	Bleed	Valve
64976	5	Speed shaft	GearBox
64955	7	Sump/Scavange	Oil
64978	33	Inlet pressure	Air
65010	5	Speed shaft	GearBox
64977	24	Temperature	Bearing
65022	30	Temperature	Turbine
65016	19	 Exhaust thermocouple	Turbine
65019	3	Header temperature	Oil
65039	1	Vibration	Turbine
65040	10	Drive end	Compressor
65043	1	Vibration	Turbine
65057	22	Filter	Air
65052	19	 Exhaust thermocouple	Turbine
65058	30	Temperature	Turbine
65060	30	Temperature	Turbine
65062	5	Speed shaft	GearBox
65073	19	 Exhaust thermocouple	Turbine
65086	19	 Exhaust thermocouple	Turbine
65093	19	 Exhaust thermocouple	Turbine
65097	34	Bleed	Valve
65101	33	Inlet pressure	Air
65113	34	Bleed	Valve
65140	16	ABAL system	Combustion
65160	14	Tank level	OIl
65152	16	ABAL system	Combustion
65165	24	Temperature	Bearing
65166	30	Temperature	Turbine
65281	30	Temperature	Turbine
65179	28	Flame	Combustion
65220	30	Temperature	Turbine
65219	26	Gas	Seal
65222	24	Temperature	Bearing
65260	30	Temperature	Turbine
65261	30	Temperature	Turbine
65249	1	Vibration	Turbine
65280	5	Speed shaft	GearBox
65284	30	Temperature	Turbine
65291	30	Temperature	Turbine
65294	17	Primary vent	Compressor
65297	1	Vibration	Turbine
65300	1	Vibration	Turbine
65299	17	Primary vent	Compressor
65312	5	Speed shaft	GearBox
65316	25	Tank pressure	Oil
65318	15	Speed	Clutch
65319	5	Speed shaft	GearBox
65324	28	Flame	Combustion
65345	25	Tank pressure	Oil
65334	12	Discharge temperature	Compressor
65355	7	Sump/Scavange	Oil
65350	24	Temperature	Bearing
65353	14	Tank level	OIl
65373	17	Primary vent	Compressor
65366	30	Temperature	Turbine
65361	25	Tank pressure	Oil
65376	25	Tank pressure	Oil
65370	28	Flame	Combustion
65387	30	Temperature	Turbine
65393	5	Speed shaft	GearBox
65408	30	Temperature	Turbine
65411	28	Flame	Combustion
65439	17	Primary vent	Compressor
65424	19	 Exhaust thermocouple	Turbine
65430	1	Vibration	Turbine
65437	5	Speed shaft	GearBox
65436	1	Vibration	Turbine
65451	16	ABAL system	Combustion
65443	8	Mineral oil filter pressure	Oil
65453	30	Temperature	Turbine
65452	22	Filter	Air
65466	22	Filter	Air
65465	1	Vibration	Turbine
65467	5	Speed shaft	GearBox
65470	30	Temperature	Turbine
65471	19	 Exhaust thermocouple	Turbine
65517	24	Temperature	Bearing
65739	28	Flame	Combustion
65537	25	Tank pressure	Oil
65578	30	Temperature	Turbine
65579	30	Temperature	Turbine
65588	20	Hydraulic oil filter pressure	Oil
65615	29	Fuel gas	Combustion
65622	18	Ventilation	Turbine
65633	5	Speed shaft	GearBox
65611	17	Primary vent	Compressor
65623	25	Tank pressure	Oil
65629	14	Tank level	OIl
65625	10	Drive end	Compressor
65630	19	 Exhaust thermocouple	Turbine
65637	28	Flame	Combustion
65669	1	Vibration	Turbine
65652	29	Fuel gas	Combustion
65737	29	Fuel gas	Combustion
65687	10	Drive end	Compressor
65682	5	Speed shaft	GearBox
65688	12	Discharge temperature	Compressor
65715	24	Temperature	Bearing
65720	1	Vibration	Turbine
65754	29	Fuel gas	Combustion
65747	5	Speed shaft	GearBox
65825	19	 Exhaust thermocouple	Turbine
65771	24	Temperature	Bearing
65777	7	Sump/Scavange	Oil
65829	10	Drive end	Compressor
65805	29	Fuel gas	Combustion
65845	30	Temperature	Turbine
65848	30	Temperature	Turbine
65856	1	Vibration	Turbine
65877	24	Temperature	Bearing
65865	33	Inlet pressure	Air
65879	1	Vibration	Turbine
65890	24	Temperature	Bearing
65883	30	Temperature	Turbine
65911	7	Sump/Scavange	Oil
65931	1	Vibration	Turbine
65913	7	Sump/Scavange	Oil
65950	14	Tank level	OIl
65944	24	Temperature	Bearing
65945	24	Temperature	Bearing
65947	35	Supply temperature	Oil
65953	19	 Exhaust thermocouple	Turbine
65955	1	Vibration	Turbine
65958	21	Gas	Turbine
65976	12	Discharge temperature	Compressor
65957	30	Temperature	Turbine
65961	7	Sump/Scavange	Oil
65984	30	Temperature	Turbine
65989	29	Fuel gas	Combustion
66004	8	Mineral oil filter pressure	Oil
66001	30	Temperature	Turbine
66009	30	Temperature	Turbine
66013	15	Speed	Clutch
66025	24	Temperature	Bearing
66012	30	Temperature	Turbine
66021	23	Resistence	Transmitter
66114	1	Vibration	Turbine
66055	21	Gas	Turbine
66068	13	Lean/Lean mode	Combustion
66060	13	Lean/Lean mode	Combustion
66065	13	Lean/Lean mode	Combustion
66063	1	Vibration	Turbine
66082	7	Sump/Scavange	Oil
66088	30	Temperature	Turbine
66090	17	Primary vent	Compressor
66087	26	Gas	Seal
66099	30	Temperature	Turbine
66108	28	Flame	Combustion
66107	1	Vibration	Turbine
66109	24	Temperature	Bearing
66111	25	Tank pressure	Oil
66110	18	Ventilation	Turbine
66117	34	Bleed	Valve
66147	7	Sump/Scavange	Oil
66146	34	Bleed	Valve
66150	20	Hydraulic oil filter pressure	Oil
66168	22	Filter	Air
66154	16	ABAL system	Combustion
66190	26	Gas	Seal
66189	30	Temperature	Turbine
66210	5	Speed shaft	GearBox
66194	30	Temperature	Turbine
66204	30	Temperature	Turbine
66209	12	Discharge temperature	Compressor
66208	30	Temperature	Turbine
66214	22	Filter	Air
